"MiscUnit","CLAF","PRID","Drain","Layer","TopDep","BotDep","CFRAG","CFRAG_std","SDTO","SDTO_std","STPC","STPC_std","CLPC","CLPC_std","PSCL","BULK","BULK_std","TAWC","TAWC_std","CECS","CECS_std","TEB","TEB_std","BSAT","BSAT_std","ECEC","ECEC_std","CECc","CECc_std","ESP","ESP_std","ALSA","ALSA_std","PHAQ","PHAQ_std","TCEQ","TCEQ_std","GYPS","GYPS_std","ELCO","ELCO_std","TOTN","TOTN_std","CNrt","CNrt_std","ORGC","ORGC_std"
"N","FLt","FLt/D","I","D5",80,100,19,19.00,28,27.00,30,17.00,42,22.00,"F",0.94,0.34,14,5.00,20,10.00,34.00,35.00,80,22.00,66.00,60.00,27.00,11.00,39,39.00,21,24.00,4.00,1.00,0.00,0.00,14.00,16.00,1.80,1.70,1.18,0.66,15.00,8.00,20.40,19.70
"N","FLt","FLt/D","I","D6",100,150,23,21.00,29,31.00,30,17.00,41,24.00,"F",1.45,0.14,13,4.00,23,11.00,43.00,38.00,81,24.00,61.00,40.00,28.00,11.00,44,44.00,16,13.00,3.60,0.70,0.00,0.00,13.00,15.00,1.90,1.90,1.18,0.63,17.00,8.00,29.13,28.79
"N","FLt","FLt/D","I","D7",150,200,24,27.00,12,18.00,34,12.00,54,15.00,"F",1.46,0.14,16,6.00,27,7.00,53.00,39.00,88,17.00,20.00,17.00,31.00,13.00,47,47.00,28,29.00,4.30,1.60,0.00,0.00,13.00,11.00,0.00,0.00,1.05,0.46,26.00,11.00,28.68,16.17
"N","FLt","FLt/E","I","D1",0,20,9,12.00,26,29.00,33,17.00,41,22.00,"F",1.06,0.31,17,6.00,21,9.00,26.00,24.00,75,25.00,28.00,27.00,26.00,13.00,34,37.00,14,11.00,4.80,0.80,0.00,0.00,6.00,7.00,1.50,1.70,1.85,0.93,16.00,7.00,28.04,19.22
"N","FLt","FLt/E","I","D2",20,40,16,19.00,25,29.00,32,16.00,43,22.00,"F",0.96,0.26,15,5.00,19,9.00,28.00,28.00,76,25.00,31.00,30.00,26.00,12.00,15,14.00,18,21.00,4.50,1.00,0.00,0.00,8.00,13.00,1.10,1.00,1.43,0.72,14.00,7.00,26.56,24.67
"N","FLt","FLt/E","I","D3",40,60,3,2.00,25,28.00,32,17.00,43,22.00,"F",0.94,0.24,16,6.00,20,10.00,31.00,33.00,76,24.00,45.00,42.00,28.00,10.00,34,37.00,24,24.00,4.20,0.90,0.00,0.00,13.00,20.00,1.10,1.00,1.40,0.85,17.00,10.00,30.93,30.42
"N","FLt","FLt/E","I","D4",60,80,3,2.00,26,27.00,31,17.00,43,23.00,"F",0.96,0.31,15,6.00,20,10.00,33.00,35.00,76,24.00,52.00,45.00,27.00,13.00,37,37.00,23,23.00,4.00,0.90,0.00,0.00,12.00,13.00,1.60,1.20,1.26,0.70,15.00,9.00,21.27,18.36
"N","FLt","FLt/E","I","D5",80,100,7,8.00,28,27.00,30,17.00,42,22.00,"F",0.94,0.34,15,5.00,20,10.00,34.00,35.00,80,22.00,66.00,60.00,27.00,11.00,39,39.00,21,24.00,4.00,1.00,0.00,0.00,14.00,16.00,1.80,1.70,1.18,0.66,15.00,8.00,20.40,19.70
"N","FLt","FLt/E","I","D6",100,150,16,27.00,29,31.00,30,17.00,41,24.00,"F",1.47,0.16,16,6.00,23,11.00,43.00,38.00,81,24.00,61.00,40.00,28.00,11.00,44,44.00,16,13.00,3.60,0.70,0.00,0.00,13.00,15.00,1.90,1.90,1.18,0.63,17.00,8.00,29.13,28.79
"N","FLt","FLt/E","I","D7",150,200,21,23.00,12,18.00,34,12.00,54,15.00,"F",1.51,0.14,16,6.00,27,7.00,53.00,39.00,88,17.00,26.00,19.00,31.00,13.00,47,47.00,28,29.00,4.30,1.60,0.00,0.00,13.00,11.00,0.00,0.00,1.05,0.46,26.00,11.00,28.68,16.17
"N","FLu","FLu/A","M","D1",0,20,1,1.00,52,30.00,21,10.00,27,25.00,"M",1.24,0.20,17,7.00,26,20.00,6.00,5.00,22,17.00,3.00,1.00,41.00,27.00,2,1.00,16,17.00,4.70,0.70,0.00,0.00,6.00,7.00,1.50,1.70,4.34,2.92,15.00,3.00,65.14,46.17
"N","FLu","FLu/A","M","D2",20,40,2,1.00,52,31.00,19,12.00,29,26.00,"M",1.32,0.20,12,5.00,18,14.00,5.00,5.00,16,14.00,3.00,3.00,43.00,21.00,1,0.00,21,23.00,4.60,0.60,0.00,0.00,8.00,13.00,1.10,1.00,2.64,1.85,17.00,4.00,41.99,27.37
"N","FLu","FLu/A","M","D3",40,60,9,10.00,53,33.00,18,14.00,29,28.00,"M",1.36,0.12,14,7.00,14,12.00,5.00,5.00,18,16.00,3.00,2.00,43.00,24.00,1,0.00,28,23.00,4.60,0.60,0.00,0.00,13.00,20.00,1.10,1.00,2.01,1.93,18.00,5.00,29.22,27.68
"N","FLu","FLu/A","M","D4",60,80,6,4.00,64,33.00,15,12.00,21,27.00,"M",1.38,0.15,17,9.00,11,9.00,1.00,1.00,18,15.00,3.00,2.00,45.00,23.00,1,0.00,32,30.00,4.50,0.30,0.00,0.00,12.00,13.00,1.60,1.20,1.86,1.54,19.00,7.00,37.84,35.80
"N","FLu","FLu/A","M","D5",80,100,6,4.00,69,31.00,13,11.00,18,27.00,"M",1.35,0.17,18,10.00,13,12.00,2.00,1.00,24,16.00,3.00,1.00,43.00,21.00,1,1.00,33,30.00,4.60,0.30,0.00,0.00,14.00,16.00,1.80,1.70,1.71,1.91,20.00,9.00,20.15,19.14
"N","FLu","FLu/A","M","D6",100,150,28,26.00,72,12.00,16,6.00,12,7.00,"C",1.29,0.25,16,6.00,6,2.00,2.00,1.00,31,21.00,3.00,1.00,44.00,22.00,2,2.00,27,25.00,4.60,0.40,0.00,0.00,13.00,15.00,1.90,1.90,1.56,1.85,23.00,12.00,22.43,23.00
"N","FLu","FLu/A","M","D7",150,200,49,31.00,60,27.00,33,23.00,7,5.00,"M",1.40,0.03,16,6.00,5,2.00,2.00,1.00,46,26.00,3.00,1.00,42.00,15.00,6,8.00,29,28.00,4.80,0.60,0.00,0.00,13.00,11.00,0.00,0.00,0.51,0.49,28.00,11.00,10.19,9.79
"N","FLu","FLu/B","M","D1",0,20,1,1.00,42,25.00,39,23.00,19,22.00,"M",1.24,0.20,19,6.00,16,12.00,6.00,4.00,36,21.00,5.00,3.00,41.00,27.00,1,1.00,16,17.00,5.10,0.60,0.00,0.00,7.00,7.00,1.50,1.70,3.95,3.30,14.00,4.00,36.85,29.35
"N","FLu","FLu/B","M","D2",20,40,2,1.00,45,27.00,36,23.00,19,23.00,"M",1.32,0.20,18,7.00,14,10.00,5.00,6.00,32,21.00,3.00,3.00,43.00,21.00,1,1.00,18,19.00,5.20,0.60,0.00,0.00,8.00,10.00,1.10,1.00,1.78,1.08,14.00,5.00,26.92,21.63
"N","FLu","FLu/B","M","D3",40,60,9,10.00,49,29.00,33,24.00,18,23.00,"M",1.36,0.12,17,8.00,8,5.00,3.00,2.00,35,25.00,3.00,2.00,43.00,24.00,1,1.00,22,21.00,5.20,0.60,0.00,0.00,12.00,15.00,1.10,1.00,1.39,1.17,13.00,6.00,17.03,15.87
"N","FLu","FLu/B","M","D4",60,80,6,4.00,54,30.00,32,24.00,14,20.00,"M",1.38,0.15,15,7.00,8,5.00,2.00,2.00,35,27.00,3.00,2.00,45.00,23.00,1,1.00,25,25.00,5.20,0.70,0.00,0.00,9.00,7.00,1.60,1.20,1.64,1.47,14.00,7.00,18.10,18.22
"N","FLu","FLu/B","M","D5",80,100,6,4.00,55,30.00,33,25.00,12,17.00,"M",1.35,0.17,14,5.00,8,5.00,3.00,2.00,36,23.00,3.00,1.00,43.00,21.00,1,1.00,26,25.00,5.30,0.70,0.00,0.00,14.00,15.00,1.80,1.70,0.70,0.42,15.00,8.00,9.28,9.01
"N","FLu","FLu/B","M","D6",100,150,28,26.00,57,23.00,33,22.00,10,7.00,"M",1.29,0.25,16,6.00,6,3.00,3.00,2.00,39,24.00,3.00,1.00,44.00,22.00,1,1.00,18,18.00,5.30,0.70,0.00,0.00,13.00,14.00,1.90,1.90,0.78,0.79,15.00,10.00,10.26,10.62
"N","FLu","FLu/B","M","D7",150,200,49,31.00,60,27.00,33,23.00,7,5.00,"M",1.40,0.03,17,8.00,5,2.00,3.00,1.00,48,26.00,3.00,1.00,42.00,15.00,21,22.00,28,29.00,5.30,0.70,0.00,0.00,12.00,5.00,0.00,0.00,0.70,0.53,18.00,13.00,6.51,6.67
"N","FLu","FLu/C","M","D1",0,20,1,1.00,42,25.00,39,23.00,19,22.00,"M",1.24,0.20,19,7.00,16,12.00,6.00,4.00,36,21.00,5.00,3.00,41.00,27.00,1,1.00,16,17.00,5.10,0.60,0.00,0.00,6.00,7.00,2.10,1.60,3.95,3.30,14.00,4.00,36.85,29.35
"N","FLu","FLu/C","M","D2",20,40,2,1.00,45,27.00,36,23.00,19,23.00,"M",1.32,0.20,18,6.00,14,10.00,5.00,6.00,32,21.00,3.00,3.00,43.00,21.00,1,1.00,18,17.00,5.20,0.60,0.00,0.00,1.00,1.00,1.80,1.00,1.78,1.08,14.00,5.00,26.92,21.63
"N","FLu","FLu/C","M","D3",40,60,9,10.00,49,29.00,33,24.00,18,23.00,"M",1.36,0.12,18,8.00,8,5.00,3.00,2.00,35,25.00,3.00,2.00,43.00,24.00,1,1.00,17,20.00,5.20,0.60,0.00,0.00,13.00,20.00,1.80,1.20,1.39,1.17,13.00,6.00,17.03,15.87
"N","FLu","FLu/C","M","D4",60,80,6,4.00,54,30.00,32,24.00,14,20.00,"M",1.38,0.15,18,8.00,8,5.00,2.00,2.00,35,27.00,3.00,2.00,45.00,23.00,1,1.00,25,23.00,5.20,0.70,0.00,0.00,12.00,13.00,3.60,4.30,1.64,1.47,14.00,7.00,18.10,18.22
"N","FLu","FLu/C","M","D5",80,100,6,4.00,55,30.00,33,25.00,12,17.00,"M",1.35,0.17,19,6.00,8,5.00,3.00,2.00,36,23.00,3.00,1.00,43.00,21.00,1,1.00,29,23.00,5.30,0.70,0.00,0.00,14.00,16.00,1.80,1.70,0.70,0.42,15.00,8.00,9.28,9.01
"N","FLu","FLu/C","M","D6",100,150,28,26.00,57,23.00,33,22.00,10,7.00,"M",1.29,0.25,18,6.00,6,3.00,3.00,2.00,39,24.00,3.00,1.00,44.00,22.00,1,1.00,33,26.00,5.30,0.70,0.00,0.00,13.00,15.00,1.90,1.90,0.78,0.79,15.00,10.00,10.26,10.62
"N","FLu","FLu/C","M","D7",150,200,49,31.00,60,27.00,33,23.00,7,5.00,"M",1.40,0.03,14,4.00,5,2.00,3.00,1.00,48,26.00,3.00,1.00,42.00,15.00,2,2.00,28,29.00,5.30,0.70,0.00,0.00,13.00,11.00,0.00,0.00,0.70,0.53,18.00,13.00,6.51,6.67
"N","FLu","FLu/D","M","D1",0,20,1,1.00,37,21.00,53,20.00,10,6.00,"M",1.22,0.22,15,5.00,9,4.00,4.00,2.00,49,22.00,5.00,4.00,51.00,30.00,1,1.00,16,17.00,5.60,0.40,0.00,0.00,6.00,7.00,1.50,1.70,1.96,1.22,13.00,2.00,18.67,5.12
"N","FLu","FLu/D","M","D2",20,40,2,1.00,43,24.00,48,23.00,9,6.00,"M",1.30,0.19,14,4.00,8,4.00,2.00,1.00,41,24.00,5.00,6.00,50.00,21.00,1,1.00,3,4.00,5.60,0.40,0.00,0.00,8.00,13.00,1.10,1.00,1.17,0.72,11.00,5.00,12.27,7.08
"N","FLu","FLu/D","M","D3",40,60,9,10.00,47,26.00,45,25.00,8,7.00,"M",1.37,0.13,14,4.00,6,2.00,3.00,2.00,46,24.00,3.00,3.00,49.00,22.00,1,1.00,22,21.00,5.70,0.40,0.00,0.00,13.00,20.00,1.10,1.00,1.05,0.69,9.00,4.00,7.03,4.62
"N","FLu","FLu/D","M","D4",60,80,6,4.00,49,27.00,44,26.00,7,7.00,"M",1.36,0.13,14,4.00,5,3.00,3.00,2.00,46,28.00,2.00,1.00,53.00,17.00,1,1.00,25,25.00,5.80,0.50,0.00,0.00,12.00,13.00,1.60,1.20,0.97,0.87,10.00,4.00,6.42,4.79
"N","FLu","FLu/D","M","D5",80,100,6,4.00,51,29.00,42,27.00,7,7.00,"M",1.39,0.14,14,5.00,6,4.00,3.00,1.00,47,29.00,3.00,1.00,49.00,21.00,1,1.00,26,25.00,5.80,0.50,0.00,0.00,14.00,16.00,1.80,1.70,0.67,0.38,10.00,4.00,7.45,6.74
"N","FLu","FLu/D","M","D6",100,150,28,26.00,49,24.00,43,22.00,8,7.00,"M",1.29,0.13,13,4.00,5,2.00,3.00,2.00,46,27.00,3.00,1.00,55.00,20.00,1,1.00,3,2.00,5.60,0.50,0.00,0.00,13.00,15.00,1.90,1.90,0.81,0.66,9.00,5.00,8.50,8.78
"N","FLu","FLu/D","M","D7",150,200,49,31.00,55,30.00,39,25.00,6,6.00,"M",1.40,0.03,16,6.00,4,2.00,2.00,1.00,49,28.00,3.00,1.00,42.00,15.00,2,1.00,28,29.00,5.60,0.50,0.00,0.00,13.00,11.00,0.00,0.00,0.86,0.57,9.00,4.00,3.91,4.40
"N","FLu","FLu/E","M","D1",0,20,1,1.00,42,25.00,39,23.00,19,22.00,"M",1.24,0.20,17,6.00,16,12.00,6.00,4.00,36,21.00,5.00,3.00,41.00,27.00,1,1.00,16,17.00,5.10,0.60,0.00,0.00,6.00,7.00,1.50,1.70,3.95,3.30,14.00,4.00,36.85,29.35
"N","FLu","FLu/E","M","D2",20,40,2,1.00,45,27.00,36,23.00,19,23.00,"M",1.32,0.20,15,5.00,14,10.00,5.00,6.00,32,21.00,3.00,3.00,43.00,21.00,1,1.00,18,19.00,5.20,0.60,0.00,0.00,8.00,13.00,1.10,1.00,1.78,1.08,14.00,5.00,26.92,21.63
"N","FLu","FLu/E","M","D3",40,60,9,10.00,49,29.00,33,24.00,18,23.00,"M",1.36,0.12,16,6.00,8,5.00,3.00,2.00,35,25.00,3.00,2.00,43.00,24.00,1,1.00,22,21.00,5.20,0.60,0.00,0.00,13.00,20.00,1.10,1.00,1.39,1.17,13.00,6.00,17.03,15.87
"N","FLu","FLu/E","M","D4",60,80,6,4.00,54,30.00,32,24.00,14,20.00,"M",1.38,0.15,15,6.00,8,5.00,2.00,2.00,35,27.00,3.00,2.00,45.00,23.00,1,1.00,25,25.00,5.20,0.70,0.00,0.00,12.00,13.00,1.60,1.20,1.64,1.47,14.00,7.00,18.10,18.22
"N","FLu","FLu/E","M","D5",80,100,6,4.00,55,30.00,33,25.00,12,17.00,"M",1.35,0.17,15,5.00,8,5.00,3.00,2.00,36,23.00,3.00,1.00,43.00,21.00,1,1.00,26,25.00,5.30,0.70,0.00,0.00,14.00,16.00,1.80,1.70,0.70,0.42,15.00,8.00,9.28,9.01
"N","FLu","FLu/E","M","D6",100,150,28,26.00,57,23.00,33,22.00,10,7.00,"M",1.29,0.25,16,6.00,6,3.00,3.00,2.00,39,24.00,3.00,1.00,44.00,22.00,1,1.00,18,18.00,5.30,0.70,0.00,0.00,13.00,15.00,1.90,1.90,0.78,0.79,15.00,10.00,10.26,10.62
"N","FLu","FLu/E","M","D7",150,200,49,31.00,60,27.00,33,23.00,7,5.00,"M",1.40,0.03,16,6.00,5,2.00,3.00,1.00,48,26.00,3.00,1.00,42.00,15.00,5,5.00,28,29.00,5.30,0.70,0.00,0.00,13.00,11.00,0.00,0.00,0.70,0.53,18.00,13.00,6.51,6.67
"Y","FP","FP/C","-9","D1",0,20,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/C","-9","D2",20,40,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/C","-9","D3",40,60,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/C","-9","D4",60,80,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/C","-9","D5",80,100,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/C","-9","D6",100,150,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/C","-9","D7",150,200,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/D","-9","D1",0,20,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/D","-9","D2",20,40,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/D","-9","D3",40,60,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/D","-9","D4",60,80,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/D","-9","D5",80,100,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/D","-9","D6",100,150,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"Y","FP","FP/D","-9","D7",150,200,-9,-9.00,-9,-9.00,-9,-9.00,-9,-9.00,"-",-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9,-9.00,-9,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00,-9.00
"N","FR","FR/A","W","D1",0,20,4,5.00,41,25.00,16,11.00,43,21.00,"F",1.24,0.17,12,4.00,9,5.00,3.00,3.00,25,21.00,4.00,3.00,9.00,5.00,1,1.00,18,15.00,4.90,0.60,0.00,0.00,0.00,0.00,0.10,0.10,1.57,0.82,13.00,3.00,18.96,9.72
"N","FR","FR/A","W","D2",20,40,4,4.00,38,24.00,14,9.00,48,21.00,"F",1.25,0.19,12,4.00,7,3.00,3.00,2.00,22,20.00,3.00,2.00,8.00,4.00,2,1.00,18,11.00,4.90,0.50,0.00,0.00,0.00,0.00,0.10,0.10,0.93,0.43,11.00,3.00,10.39,5.10
"N","FR","FR/A","W","D3",40,60,5,4.00,36,23.00,14,10.00,50,21.00,"F",1.25,0.19,11,3.00,6,3.00,2.00,1.00,17,15.00,3.00,2.00,8.00,4.00,2,1.00,19,12.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.30,10.00,4.00,6.92,3.44
"N","FR","FR/A","W","D4",60,80,5,5.00,36,23.00,14,10.00,50,21.00,"F",1.25,0.18,12,3.00,5,3.00,2.00,1.00,15,13.00,2.00,1.00,8.00,4.00,2,1.00,39,30.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.10,0.58,0.25,10.00,4.00,5.32,2.64
"N","FR","FR/A","W","D5",80,100,6,5.00,36,22.00,14,10.00,50,20.00,"F",1.27,0.17,11,3.00,5,3.00,2.00,1.00,16,13.00,2.00,1.00,8.00,4.00,2,1.00,47,28.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.24,10.00,4.00,4.41,2.37
"N","FR","FR/A","W","D6",100,150,6,6.00,35,22.00,14,11.00,51,20.00,"F",1.28,0.19,10,2.00,5,3.00,2.00,2.00,16,12.00,3.00,2.00,8.00,5.00,2,1.00,53,33.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.19,10.00,4.00,3.77,2.01
"N","FR","FR/A","W","D7",150,200,8,8.00,34,21.00,15,10.00,51,20.00,"F",1.30,0.18,10,2.00,4,3.00,2.00,2.00,21,18.00,3.00,2.00,8.00,5.00,2,1.00,47,36.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.17,10.00,4.00,3.14,1.67
"N","FR","FR/B","W","D1",0,20,3,3.00,57,26.00,13,17.00,30,15.00,"M",1.24,0.19,12,4.00,8,5.00,4.00,3.00,48,32.00,4.00,3.00,14.00,6.00,1,1.00,17,13.00,5.30,0.60,0.00,0.00,0.00,0.00,0.10,0.10,0.35,0.27,11.00,3.00,5.73,3.41
"N","FR","FR/B","W","D2",20,40,4,4.00,52,25.00,13,18.00,35,15.00,"F",1.26,0.18,11,3.00,6,4.00,2.00,2.00,48,32.00,3.00,2.00,12.00,4.00,2,1.00,17,11.00,4.90,0.30,0.00,0.00,0.00,0.00,0.10,0.10,0.93,0.45,12.00,3.00,4.09,2.61
"N","FR","FR/B","W","D3",40,60,4,4.00,51,24.00,12,16.00,37,15.00,"F",1.26,0.19,10,2.00,6,3.00,3.00,2.00,42,29.00,3.00,2.00,12.00,4.00,2,1.00,17,13.00,4.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.30,11.00,4.00,4.41,3.14
"N","FR","FR/B","W","D4",60,80,5,4.00,50,25.00,12,15.00,38,15.00,"F",1.26,0.18,11,3.00,5,3.00,2.00,2.00,34,22.00,3.00,2.00,11.00,4.00,2,1.00,36,30.00,4.90,0.20,0.00,0.00,0.00,0.00,0.00,0.10,0.56,0.25,10.00,4.00,3.37,1.82
"N","FR","FR/B","W","D5",80,100,5,5.00,51,25.00,12,16.00,37,15.00,"F",1.27,0.18,10,3.00,5,3.00,4.00,2.00,40,29.00,3.00,2.00,11.00,5.00,2,1.00,44,29.00,4.90,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.23,10.00,4.00,3.33,1.72
"N","FR","FR/B","W","D6",100,150,9,10.00,47,28.00,14,18.00,39,15.00,"F",1.28,0.19,10,3.00,5,3.00,2.00,2.00,44,31.00,3.00,2.00,10.00,4.00,2,1.00,53,33.00,5.20,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.19,10.00,4.00,2.64,1.62
"N","FR","FR/B","W","D7",150,200,7,8.00,41,28.00,18,19.00,41,13.00,"F",1.29,0.17,10,2.00,5,3.00,3.00,2.00,23,19.00,3.00,2.00,8.00,5.00,2,1.00,47,36.00,5.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.12,10.00,4.00,3.16,1.68
"N","FR","FR/C","W","D1",0,20,2,1.00,37,25.00,20,14.00,43,19.00,"F",1.24,0.22,11,3.00,9,3.00,5.00,4.00,37,32.00,5.00,3.00,8.00,5.00,2,1.00,17,13.00,5.20,0.60,0.00,0.00,0.00,0.00,0.10,0.10,1.43,0.72,14.00,3.00,20.18,11.02
"N","FR","FR/C","W","D2",20,40,2,1.00,34,24.00,19,14.00,47,19.00,"F",1.28,0.20,10,2.00,7,3.00,4.00,3.00,32,29.00,4.00,3.00,8.00,4.00,1,0.00,17,11.00,5.20,0.40,0.00,0.00,0.00,0.00,0.10,0.10,0.95,0.54,13.00,3.00,11.88,7.19
"N","FR","FR/C","W","D3",40,60,3,2.00,33,24.00,19,13.00,48,19.00,"F",1.28,0.21,8,2.00,6,3.00,3.00,3.00,16,11.00,4.00,3.00,8.00,3.00,2,1.00,17,13.00,5.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.33,12.00,5.00,8.13,5.04
"N","FR","FR/C","W","D4",60,80,2,1.00,33,23.00,19,13.00,48,18.00,"F",1.28,0.23,8,1.00,5,2.00,3.00,2.00,31,28.00,3.00,2.00,8.00,3.00,2,1.00,36,30.00,5.30,0.40,0.00,0.00,0.00,0.00,0.00,0.10,0.53,0.26,12.00,5.00,5.80,3.35
"N","FR","FR/C","W","D5",80,100,3,2.00,33,23.00,19,13.00,48,18.00,"F",1.28,0.23,8,1.00,5,2.00,2.00,2.00,23,18.00,3.00,2.00,8.00,3.00,2,1.00,44,29.00,5.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.46,0.22,11.00,5.00,4.58,2.51
"N","FR","FR/C","W","D6",100,150,8,8.00,31,22.00,19,12.00,50,17.00,"F",1.29,0.26,9,3.00,5,2.00,2.00,2.00,23,17.00,3.00,2.00,7.00,3.00,2,1.00,53,33.00,5.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.17,11.00,6.00,3.82,2.10
